array,kHAP,imputed,SNP.Ref.Only,SNP.Ref.Samp,SNP.Samp.Only,TOTAL,Retained.After.Filt,Typed.hg.Conc,Imputed.hg.Conc
BDCHP-1X10-HUMANHAP240S_11216501_A-b37,100,TRUE,198,229,73,500,492,0.98973954222573,0.998421468034728
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
